id,Target
52870,0
69025,0
8811,0
29448,0
54901,0
4672,0
50983,0
57312,1
24921,0
47588,0
89828,0
45835,0
28300,0
15500,0
72850,0
33200,0
46026,0
86204,1
5493,0
56069,0
40579,0
9511,0
88572,0
63886,1
928,0
16667,1
88799,0
82756,1
83118,0
53466,0
41890,0
76565,0
85323,0
35404,0
49360,0
87820,0
3074,0
2240,0
48906,0
24677,0
79660,0
52408,0
4127,0
30223,0
14746,0
29950,0
86141,0
22776,0
73752,0
27044,0
40876,0
77913,0
52985,0
52250,0
1085,0
51211,0
24772,0
28708,0
82972,0
6274,0
71942,0
52401,0
28224,0
33240,0
37439,0
74952,0
68185,1
9309,0
39645,0
47165,0
33956,0
80351,0
3081,0
19704,0
48049,0
56968,0
42902,0
37807,1
55151,1
58323,0
81586,0
74197,0
28521,1
54212,1
55984,0
21105,0
8981,0
49422,1
18,0
66243,1
59476,0
44628,0
40028,0
88288,0
37670,1
72960,1
66901,0
45451,0
82227,1
48538,0
44948,0
14521,1
75729,0
58528,0
44785,0
42590,0
89083,0
80163,0
76645,0
57261,0
76589,0
50089,0
1522,1
66813,0
65668,0
70096,0
41142,1
18999,0
78639,0
84286,0
56373,1
68193,0
64810,0
1541,0
67260,1
22190,1
2580,0
40918,1
77923,0
45238,0
78575,0
16662,0
39278,0
38500,1
67534,0
16890,1
44991,0
32351,0
51677,1
89986,0
57193,0
77355,0
389,0
26211,0
47702,0
5273,0
44864,0
21588,0
7614,0
6631,0
38363,0
31641,0
11554,0
1176,0
59243,1
50622,0
37211,0
46651,0
45905,0
54247,0
79480,0
70569,0
61343,0
7835,0
43965,0
76607,0
14878,0
33842,0
15608,0
20550,1
56889,0
1286,0
24595,0
13408,1
80830,0
71917,0
20125,0
52815,0
1321,0
49554,0
22034,0
71870,0
57366,0
37901,0
83422,0
31494,0
8256,0
32264,1
55663,0
71842,1
74872,0
119,0
9526,0
39286,0
42056,0
26859,0
89205,1
59482,0
9900,0
72608,0
87513,0
39009,0
42731,0
47087,0
70083,0
86535,0
25793,0
1128,0
77698,0
58816,0
34413,0
23255,1
80088,0
46086,0
48691,0
84042,0
17736,0
31389,1
53164,0
15348,0
60147,0
39370,0
12654,0
87246,0
72297,0
21888,0
46596,0
43395,0
17489,1
42182,0
34154,1
44875,0
24539,0
46075,0
11912,0
63526,1
41607,0
7425,0
81782,0
81570,0
55386,0
2678,1
58141,0
88409,0
14264,0
5081,0
13489,0
13862,1
75794,0
45064,0
20457,0
74098,0
86736,0
83895,1
59322,0
48633,0
3765,0
66155,1
69371,0
3100,0
78089,1
22762,0
54756,0
13534,1
34052,1
17629,0
11824,0
79622,0
14763,0
15908,0
29201,0
81279,0
29729,0
48473,0
11657,0
20120,0
25442,0
9946,0
43950,0
35019,0
77418,0
85976,0
61234,0
30719,0
28773,0
75732,0
13107,0
76422,0
5409,0
20967,0
76901,0
46432,0
1912,0
59675,0
40866,0
52534,0
694,0
33193,1
33616,0
45743,0
89221,0
48963,0
89285,0
79936,0
76797,1
68836,0
8459,0
86977,0
40326,0
36426,0
8253,0
29982,0
34783,0
29709,0
39110,0
30955,0
2153,0
36159,0
58861,0
19773,1
37274,0
36668,1
43474,0
37623,1
3313,0
9757,0
35664,0
63825,0
11392,0
84191,0
11982,1
12385,0
30531,0
26647,0
53307,0
41411,0
27281,0
34643,0
84439,0
2630,1
25505,0
28593,0
29158,0
53447,0
38186,0
45694,0
44780,0
86117,0
18863,0
77962,0
15969,1
3643,1
35790,0
46479,0
5727,0
44250,0
25354,0
75991,0
12542,0
4493,0
37049,0
72856,0
19572,0
82144,0
41751,0
69716,1
15533,0
83565,0
52989,0
16618,0
63134,0
74553,0
11013,0
15719,0
28717,1
73220,0
38866,0
39351,0
4266,0
57238,0
50971,0
52802,0
18087,0
24170,0
88815,0
44604,1
46028,0
45738,1
26106,0
79327,0
75765,0
61525,0
85197,0
37541,0
14551,0
70315,0
29816,1
32257,0
66515,0
72198,0
76382,0
12003,0
44178,0
55273,0
2997,0
56112,0
75030,0
1996,0
62341,0
12784,1
64805,0
47158,0
31844,0
35994,0
58166,0
77628,0
4693,0
71028,0
89376,0
25400,0
29304,0
41893,0
6507,0
87458,0
17123,0
66205,0
2777,0
22084,0
52188,0
6464,0
50517,0
36112,0
63610,1
3992,0
33582,0
25666,0
50659,1
78169,0
235,0
17519,1
24833,0
32728,0
38782,0
54607,0
43018,0
43629,0
2464,0
35426,0
5739,0
23323,0
16506,0
57091,0
24711,0
85139,0
89830,0
19209,1
26517,0
17590,0
56942,1
21861,1
23362,1
33675,0
49875,0
34126,0
36358,0
77771,0
56897,0
85342,0
75792,1
61607,0
19708,0
10516,0
29650,0
6544,0
49364,0
89180,0
42433,0
77887,0
13386,0
88292,1
70188,0
81171,0
54981,0
25554,0
84227,0
37678,0
42754,0
89416,0
15431,0
27036,0
9883,0
55935,0
80058,0
74885,0
58647,0
25422,0
51433,0
45770,0
63191,0
9378,0
5343,0
7993,0
83352,0
26184,1
66423,0
34696,1
37096,0
27554,1
11385,0
55891,0
47478,0
82680,0
39952,0
24841,0
50612,0
69900,0
13581,0
18798,0
25332,0
44334,0
34814,0
32144,0
59449,1
69323,0
8756,0
8271,0
34028,0
33252,1
88149,0
61864,0
85226,0
19072,0
36693,0
65924,1
21236,0
28689,0
12535,0
31791,0
23606,0
55632,1
24407,0
20730,0
28315,1
51137,0
47265,1
57636,0
9935,1
39248,0
16542,0
85472,0
72719,0
12056,0
45090,0
33326,0
38982,0
74761,0
52748,0
28559,0
89877,0
78808,0
5876,0
58190,0
42350,0
40864,1
67144,0
3855,0
88328,0
82712,0
56895,0
8274,0
42945,1
51179,0
64427,0
54647,1
83351,0
72768,0
43766,0
80073,0
1687,0
24553,0
20331,0
22044,0
80365,1
17441,0
59639,0
5664,0
29034,0
63574,0
36674,0
67006,1
2414,1
79350,0
1189,1
38068,0
32134,0
7077,0
54363,0
72473,0
78265,0
85302,1
38687,0
84614,0
76236,0
85559,0
71798,0
23180,0
27426,0
13608,0
75961,0
77897,0
15229,0
27156,0
19444,0
30949,0
17961,0
83244,1
52503,0
9325,0
11815,1
7942,0
49400,0
25725,0
11981,0
54079,0
88975,0
77822,0
27960,0
36913,0
14704,0
43414,0
73462,0
13735,1
16281,0
23531,0
82200,1
89065,0
61118,0
83051,0
17855,0
14740,0
79646,0
39254,0
55986,0
82657,0
5666,0
59226,0
31290,1
20908,0
40361,0
87857,0
40467,0
57085,1
51188,0
18675,0
2204,0
53976,0
74378,0
22292,0
3119,0
71648,1
88266,1
40624,0
16458,0
75605,0
41510,0
81343,0
48650,0
31985,1
5000,0
36682,0
62828,0
79884,0
88773,0
9266,0
52275,0
21464,0
27679,0
48483,0
43963,0
39827,0
17131,0
66744,0
71879,0
48576,0
74220,0
52712,0
57837,0
66654,0
1475,0
72578,0
12566,0
73198,1
77310,0
55044,1
45495,0
8249,0
49467,0
46695,0
85954,0
79081,0
2832,0
87296,0
8173,0
29753,0
24008,1
48131,0
22408,0
47714,0
37295,1
66625,0
39187,0
31674,0
89963,0
30174,0
46557,0
56776,0
64584,1
83568,0
59006,0
62174,0
35525,0
20376,0
26610,1
5527,0
80143,0
8142,0
82445,0
27533,0
22585,0
51040,0
59712,0
76979,0
42842,0
26667,0
57305,0
37563,0
41761,0
21719,0
6573,1
20111,0
59550,0
87258,1
73124,0
20018,0
35521,0
31042,0
13431,1
72543,0
87799,0
50684,0
25751,1
37778,0
50641,0
66994,0
19505,0
52466,0
52101,1
27084,0
69283,1
38497,0
56626,0
57555,0
46256,0
54434,0
32076,0
2633,0
66116,0
13752,0
86489,1
10442,0
63701,0
2763,0
89754,0
61502,0
10998,0
51023,0
7674,0
54838,0
8852,0
39830,0
19507,0
54020,0
18884,0
33,0
83023,0
71912,0
88709,0
58181,0
12638,0
28192,1
13647,0
61266,0
83637,0
59935,0
10324,0
9372,0
15807,0
31660,0
69006,0
48871,0
10999,0
86166,0
44488,1
27972,0
23888,0
88675,1
15883,0
82111,0
13354,0
17304,0
41842,0
26847,0
68269,0
13813,0
42466,0
54923,0
30627,0
53494,0
60758,0
10836,0
84964,0
82066,0
40463,0
61121,0
20748,0
18817,1
42755,0
56263,0
6286,0
69572,0
6,0
74345,0
55687,0
78164,0
55198,0
55050,0
2505,0
5631,0
88809,0
14912,0
37639,0
22416,0
76502,0
60669,0
87523,0
19974,1
70996,0
874,0
74787,1
23053,0
6730,0
88545,0
66555,0
22449,0
79398,1
33507,0
1466,0
50258,0
42899,0
53863,0
47278,0
32502,0
84030,0
81957,0
56457,0
69171,0
42747,0
9776,1
82833,0
82694,1
31934,1
26743,0
51236,0
26324,0
4949,0
41726,0
552,0
60255,0
57215,1
53949,0
75979,0
56573,0
16990,0
70612,0
70352,0
79214,1
16792,0
40068,0
45483,0
815,1
46734,0
33053,1
73493,0
45649,0
65226,1
5466,0
89339,0
8353,0
22594,0
80435,1
12254,0
4499,0
68731,0
60044,0
32691,0
39263,0
43690,0
54683,0
32987,0
40485,0
6595,0
43608,0
57716,0
33068,0
25859,0
47290,0
65947,0
44200,1
27755,0
12309,0
54420,1
49545,0
5250,0
61633,0
33005,0
40417,0
39772,0
57315,0
13033,0
19566,1
51083,0
50270,0
86180,0
81140,0
34732,0
28964,0
33414,0
140,0
85803,0
65089,0
60734,0
77973,0
85591,0
23071,0
42690,0
54571,0
24558,1
37048,0
31782,0
60031,0
18244,0
53500,0
67373,0
63125,0
692,0
47253,0
20665,0
72676,0
54487,0
78019,0
9543,0
10458,0
66668,0
29693,0
30655,0
26426,0
75869,0
69976,0
72951,0
15060,1
42689,0
30090,0
9283,0
79948,0
65122,0
89090,0
44701,0
89310,0
82276,0
48686,1
47665,0
7083,0
39332,0
84559,0
10246,0
65373,1
36917,0
54361,0
40696,0
76660,1
77098,0
70529,0
84627,1
87594,0
75983,0
25673,0
5651,0
71876,0
62138,1
31807,0
30299,0
45299,0
53329,0
72258,0
3121,0
71541,0
39012,0
28929,0
48809,0
7844,0
55601,0
9229,1
68528,0
30047,0
41827,0
14948,0
61673,1
18713,0
33276,0
34939,1
89993,0
31686,0
81220,0
64524,0
69904,0
13003,0
19463,0
83130,0
75715,0
88839,0
21666,0
39751,0
68290,0
12062,0
12910,1
84049,0
70960,0
6824,0
24756,0
14882,0
10900,0
18125,0
83242,0
4222,0
4188,0
80626,0
34748,0
80160,0
63637,0
86067,0
82931,0
74063,0
74820,0
36888,0
49712,0
86089,0
87409,0
10873,0
70666,0
55481,0
70438,0
767,0
40566,0
56321,0
28437,0
66569,0
54730,0
20072,0
50107,0
29908,0
46150,0
14248,0
73844,0
21580,0
37976,0
36842,0
63535,0
13283,0
35467,0
40447,0
8926,1
56404,1
57084,1
4803,1
10799,0
32128,0
80467,0
61329,0
38661,0
58582,0
14982,0
65631,0
58901,0
31639,0
28220,0
62883,0
51718,0
65129,0
28999,0
51469,0
1660,0
23032,1
54109,0
1461,0
5776,0
20435,1
9385,0
43689,1
73094,0
46359,0
88341,0
85679,0
44964,0
21118,0
38813,0
2039,0
22748,0
25574,0
22598,0
52382,0
65216,0
6135,0
60338,0
30743,0
72243,0
54591,0
20830,0
82109,0
1783,1
59660,0
68449,0
87030,0
20389,0
53087,0
73366,0
20501,0
62332,1
1817,0
2111,1
18009,0
8090,0
26875,1
17071,0
86574,0
70118,0
46548,0
507,0
50124,0
80159,0
53079,0
4522,0
69608,1
27836,0
25509,0
80484,1
43422,0
33901,0
79054,0
66024,0
24306,1
74362,0
50779,0
37996,0
10252,0
18344,0
60019,0
55705,0
35842,0
29263,0
82085,0
82550,0
53797,0
77286,0
75674,0
83467,1
19264,0
71397,0
54283,1
28333,0
65357,0
31387,0
89016,0
29610,1
24896,0
49137,0
2818,0
49019,0
76287,0
23062,0
83716,1
64013,1
18521,0
864,1
60960,0
21962,1
57431,0
64956,1
75697,0
40111,0
15336,0
27472,0
85961,0
45372,0
81552,0
20194,0
52269,0
21218,1
53357,0
47258,0
20640,0
20552,0
4625,1
70322,0
42655,1
28218,0
29923,0
32853,0
13884,0
67346,0
6456,0
49625,0
26845,0
41702,0
86981,0
68889,0
20894,0
42407,1
43539,0
25959,0
60368,0
4533,0
41369,1
17643,0
68790,0
65141,0
24208,0
2462,0
70611,0
18142,1
15406,1
25164,1
66722,0
64869,0
50278,0
76892,0
56974,0
80897,0
53067,0
70483,0
58623,0
86908,0
42579,1
26720,1
68970,0
69540,0
23055,0
70450,0
82321,0
52056,1
26082,0
12312,1
47747,0
80261,0
10054,0
57708,0
37343,0
47013,0
83643,0
4197,0
26038,0
10899,1
19948,0
15871,0
54698,0
17585,0
16408,0
43632,0
86304,0
51226,0
29393,0
52908,0
25524,0
56748,0
83880,0
5576,0
24944,0
437,1
19379,0
62405,0
19205,0
2586,0
43910,0
19939,0
88107,0
67527,0
40125,0
6229,0
11334,0
7514,0
67110,0
80956,0
64791,1
84423,0
77661,0
17,0
8388,0
230,0
44497,0
87140,0
40989,0
45269,1
47418,0
10124,0
59139,1
62180,0
41961,0
46880,0
12058,0
844,0
11377,0
44885,0
83006,1
30888,0
31462,0
72886,0
83789,0
73956,0
10731,0
62130,0
60362,0
39485,0
73021,1
54041,0
391,0
25414,0
49038,0
3203,1
9269,0
50955,0
48291,0
66590,1
37893,0
82361,0
52049,0
31969,0
49863,0
50099,0
60447,0
85181,0
88686,1
84339,0
82240,1
56913,0
59561,0
82267,0
33301,0
50677,0
12641,0
63503,0
3862,0
85661,0
17771,0
4165,0
56948,0
73415,0
37232,0
70486,0
86922,0
65635,0
6829,0
80116,0
10469,0
59091,1
32163,0
38358,0
36483,0
88204,0
33877,0
32722,0
79715,0
7183,1
43449,0
81177,0
84103,0
55202,0
73943,0
86339,0
58109,0
60401,0
15534,0
4478,1
35731,0
88758,0
5054,0
66799,0
60112,0
16192,0
69666,0
75661,0
11364,0
65858,0
30115,1
28907,0
44080,0
14067,0
53543,0
80275,0
43934,0
49978,0
3073,0
1051,0
39904,1
67086,1
22538,0
17550,1
81194,0
73827,0
22284,0
32043,0
55269,0
15984,1
48883,0
66486,1
20147,0
71644,0
46635,1
7453,0
40446,0
53685,0
21601,0
45608,0
77518,1
83515,1
41950,0
28630,0
65104,0
48471,1
51054,0
49162,0
43349,0
47846,0
26994,1
72193,0
23206,0
68376,1
50284,0
46259,0
36511,0
78160,0
24463,0
13846,0
56876,0
21028,0
86433,0
71849,1
64919,0
37838,0
24736,0
33816,0
17328,0
16457,0
61394,0
41617,0
14936,0
79993,0
16954,0
89782,0
21119,0
77452,0
68951,0
4324,0
43621,0
49924,0
48679,0
5874,1
23397,1
72347,0
37198,1
78449,0
20562,0
35323,0
33460,0
72191,0
60858,0
38750,0
49655,0
21632,0
74136,0
69661,0
42254,0
44143,0
36902,0
72172,0
80685,0
64687,0
68763,0
20974,0
23427,0
50507,0
83338,0
37694,0
58404,0
6147,0
10743,0
68508,0
24548,0
65697,1
77182,0
29258,0
76905,0
14868,0
74355,0
2877,0
39633,0
12243,0
32179,0
45973,0
81492,0
63656,0
64849,0
83730,0
47411,0
68339,1
76251,0
86909,0
69602,0
49294,1
53618,0
32349,0
28323,0
19203,0
79687,0
80660,0
3536,0
1061,0
75780,0
20264,0
75783,0
43986,0
54215,0
16021,1
24225,0
42165,0
4412,0
69118,0
45464,0
3979,0
73723,1
7581,0
62877,1
12332,0
50630,0
12176,1
77521,0
82028,0
37370,0
2906,1
15749,0
85569,0
12795,0
75154,0
59101,0
8901,0
28377,0
23851,0
75354,0
83949,0
77615,0
22419,0
81183,0
58061,1
69684,0
75928,0
21685,0
42820,0
26735,0
64960,0
23256,0
63777,1
36263,0
26442,0
66249,0
20537,0
32828,0
61704,0
83890,0
40166,0
32034,0
63362,0
33766,0
38685,0
15704,0
29888,1
28691,0
16940,0
70555,0
37041,0
2395,0
44140,0
2550,0
14512,0
22494,0
23650,0
58424,0
17234,0
44484,0
1594,0
45334,0
24651,0
37495,0
33843,0
82736,1
3600,0
5788,1
59615,0
49558,1
83502,0
30493,0
61520,0
49020,1
41009,1
86349,0
34178,0
36408,1
63247,0
82418,0
63614,0
42286,0
86390,0
24576,0
42851,0
77740,0
51759,0
48960,0
80348,0
38278,0
4943,1
81077,0
82082,0
53632,0
6023,0
18902,0
34623,1
22154,0
30574,0
76171,0
70560,0
63910,0
25797,0
31391,0
89697,0
83281,0
86474,0
50492,0
44150,1
86151,0
39438,0
88745,0
48269,0
25226,0
29791,0
66697,0
56085,0
61051,0
69835,0
76161,0
67332,0
31450,0
10671,0
61183,1
68073,1
55930,0
20969,1
80640,0
72208,0
11519,0
39912,0
80647,0
18660,0
83571,0
69405,0
33822,0
49272,0
11643,0
22069,0
68070,0
65066,0
55523,0
54353,0
62768,1
61761,0
40327,0
70432,0
39634,0
28085,0
71181,0
42605,0
8244,1
74637,0
2845,0
81865,0
2650,0
45889,0
35491,0
58759,1
76246,0
37183,0
43129,0
18556,0
28078,0
74114,0
51496,0
80380,0
57336,0
12455,0
29463,0
28871,1
19509,1
71127,0
10417,0
64590,1
75616,1
69425,0
56155,0
75744,0
21412,0
51154,0
83803,0
33137,0
87138,1
5602,0
7053,1
75711,0
64534,0
63927,0
47288,0
69452,0
40565,0
52392,0
47841,0
13526,1
23701,0
68426,0
37887,0
68374,0
25477,0
60954,0
65751,0
2735,1
11389,0
79688,0
25750,0
9735,0
87655,0
71081,0
39800,0
30355,0
82627,0
88108,0
48031,1
82207,0
69920,1
27838,0
32168,0
55178,1
47182,0
59389,0
64766,0
55134,0
13411,0
78121,0
5700,0
69790,0
17919,0
7189,0
62094,0
79322,1
73662,0
46849,1
57248,0
78499,1
6720,0
22959,0
12832,0
5414,0
54214,0
7651,0
17908,1
27000,0
63298,0
58561,0
19343,0
36604,0
17926,0
38166,1
33077,0
67160,0
20534,0
17879,0
17872,0
33692,0
65253,0
40304,1
16679,0
41308,0
22676,0
38171,0
1000,0
28151,1
38825,0
23508,1
3998,0
23479,0
56648,0
71089,0
7686,0
29002,0
16493,0
33566,0
69084,0
11535,0
21532,0
71183,0
71975,0
82997,0
82643,0
85268,0
80488,0
31193,0
25028,0
63426,0
59403,0
65909,0
49722,1
53205,0
20468,0
48737,0
31898,0
24667,0
86799,0
10443,0
68218,0
86398,0
32560,0
86654,0
70507,0
38384,0
66761,0
32053,0
12539,0
75078,0
34891,0
50428,0
10929,1
23306,0
50648,0
65473,0
57755,0
71807,0
4349,0
73561,0
61950,1
65625,1
74765,0
2080,0
38852,0
31114,0
29371,0
66800,0
74107,1
75305,0
88893,0
54980,0
69051,0
14228,0
53347,0
36406,0
66864,1
48173,0
60698,0
56868,0
74462,1
63047,0
89816,0
549,0
75622,0
73313,0
63789,0
74554,0
33967,0
71886,0
19584,1
34134,0
60548,0
80615,0
25906,0
77551,0
53001,0
56717,0
78100,1
47530,0
7879,0
62721,0
51309,0
80823,0
21899,0
80801,0
50372,0
65096,0
61736,0
61709,0
34656,1
32152,0
89232,0
57922,0
31213,0
7301,0
59623,0
78879,0
47863,0
51044,0
13620,0
38356,1
6033,1
59288,0
11547,0
17357,0
60657,0
3260,1
4844,1
44287,0
22822,0
82378,0
76137,1
8041,0
58170,0
10257,1
19083,0
51610,0
23805,0
64174,0
39983,0
70232,1
410,1
39240,0
5944,0
45752,0
1717,0
86985,1
11900,0
20321,1
38905,0
1341,0
80719,0
32197,0
39903,0
21549,1
80483,0
41773,0
68146,1
16012,0
8039,0
5687,0
3752,0
6885,0
34529,0
64666,0
54371,0
44269,1
76784,0
71216,0
27235,0
72260,0
25487,0
24205,1
7606,0
81629,0
32327,0
51779,0
14977,1
41374,0
52559,0
87165,1
86222,0
39738,0
9210,0
41473,0
3987,0
58942,0
81598,0
76529,0
15550,0
79254,0
39116,0
2082,1
47267,1
48144,0
62516,0
49462,0
38540,0
59682,1
3841,0
16023,0
30433,0
3253,0
29781,0
46165,0
82511,0
35767,0
87894,0
13746,0
57728,0
56671,1
5339,1
23898,1
17509,0
29510,0
22602,0
16901,0
83726,0
39306,0
64646,1
57307,0
37957,1
65332,0
478,0
1253,0
80869,0
16336,0
43135,0
49091,0
58618,0
19943,0
43868,0
19689,0
35255,0
9065,0
67735,0
35905,0
78200,0
73869,0
31571,0
86516,0
672,0
3206,0
85717,0
34632,0
65950,0
45417,0
32309,1
62701,0
86182,0
3898,0
3487,0
25083,0
57810,0
70908,0
6749,1
52823,0
24314,0
47108,0
48087,0
5115,0
30257,0
30238,0
4306,0
65794,0
5139,0
87002,0
11208,0
13882,0
18129,0
76985,0
20797,0
846,0
48362,0
2459,0
30373,0
47098,0
75017,1
36526,0
37195,0
52819,1
87575,0
70115,0
54818,0
37956,0
66708,0
42735,0
33917,1
5782,0
75600,0
87664,1
57142,0
61437,0
84528,1
35781,1
86532,1
17031,1
55713,0
1570,0
22409,0
52271,0
18210,0
76654,0
26168,0
32623,1
79507,0
84518,0
63972,1
22028,0
64538,0
21117,0
37849,0
46632,0
71046,0
60050,0
29117,1
46815,0
64886,0
51193,0
9193,0
48455,0
63615,0
42881,0
70011,0
86696,0
28818,0
48142,0
25237,0
15727,1
79083,0
13355,0
87210,0
88696,1
53540,1
49809,0
34171,0
24367,0
42388,0
47119,0
46194,0
57107,0
22681,0
85859,0
31995,0
21504,0
87697,0
89438,0
6693,0
78962,1
55356,0
76799,0
76870,0
22294,1
22459,0
89034,0
56433,0
38287,0
26145,0
30365,0
20406,0
24532,0
56426,0
22832,0
51290,0
83770,1
39002,0
64450,0
20219,1
52747,0
14355,1
55550,1
2144,0
89035,0
3445,0
22064,0
85253,0
50350,0
1984,0
29529,0
17296,0
39285,0
11001,1
79923,0
1473,0
73661,0
79118,0
83881,0
18928,0
89479,1
48759,0
62265,1
80613,0
67759,0
56201,0
53537,0
55826,0
51128,1
61055,0
87879,0
61140,0
65777,1
51012,0
42992,0
71103,0
4947,0
57622,0
23222,0
10026,0
24971,1
1241,0
29999,0
53661,0
89639,1
52913,1
76820,0
54738,0
9285,0
31385,0
41114,1
22263,0
21959,0
6373,0
89757,0
89527,0
27944,1
38205,1
58153,0
81373,0
79067,1
84712,0
7341,0
39729,0
317,1
63233,0
46663,0
27368,0
17082,0
46503,1
2076,0
58994,0
48415,0
50346,0
51963,0
57687,0
8933,0
56341,0
33339,0
14796,0
45032,0
38841,0
83452,1
47166,0
15714,0
73648,0
8709,0
32421,1
26001,1
61918,0
22649,0
33323,1
9632,0
56366,0
69123,0
20036,0
45186,0
82329,0
39760,1
22688,0
70968,0
61339,0
66801,0
51973,0
37726,0
19842,0
38506,0
18120,0
26950,0
31859,0
79072,0
74163,0
67781,0
28695,0
76731,0
65780,0
16258,0
82151,1
22978,1
5729,0
9129,1
45150,1
88693,0
27708,0
27159,0
49228,0
64488,0
78105,0
7595,0
19016,0
78839,0
1824,0
20221,0
7467,0
1637,0
15544,1
46435,0
15255,0
38950,0
18883,0
678,1
23054,0
276,0
3139,0
23376,0
49589,0
12194,0
14549,0
87318,0
85990,0
3537,0
30296,0
84812,0
25478,1
43137,0
7671,0
18001,0
77358,0
35820,0
671,1
7804,0
57450,0
81911,0
60385,0
76441,0
71410,1
12119,0
64383,0
69080,0
67754,0
14956,0
19453,0
4787,0
52764,0
39577,0
23073,0
5280,0
35688,1
81758,0
49997,0
52405,0
10370,0
54427,0
9904,1
76738,0
71907,0
34104,0
67029,0
37472,0
8,1
64346,1
21739,0
5061,0
37329,0
47014,0
22612,0
64029,0
23570,1
55864,0
28917,0
27415,0
75301,0
71231,0
89459,0
49542,0
70543,0
60302,0
48290,0
20652,0
21010,0
46959,0
62591,0
37756,0
13257,0
34479,1
16300,0
22984,0
59039,0
17717,0
26360,0
5761,0
9498,0
73401,0
65331,0
1084,0
24339,0
40597,1
12690,0
41826,0
44547,0
59439,0
1754,0
34208,0
89270,0
22147,0
24982,0
50774,0
44265,0
65496,0
53516,1
53223,0
66988,0
60119,0
52684,1
48515,0
70783,0
21663,0
79804,0
9590,0
39580,0
12081,0
21147,0
16165,0
72687,0
62239,0
9808,1
29612,0
37941,0
11468,0
16515,0
17615,0
53134,1
18163,0
51056,0
14897,0
48536,0
28482,0
54172,0
41903,1
9492,0
60740,1
78098,0
83790,0
201,1
14601,0
71929,0
73772,1
6617,0
73363,1
76303,0
48227,0
74998,0
47997,1
74091,0
61468,0
21266,0
18988,0
72611,1
45503,0
81497,0
68306,0
23445,0
6483,0
74099,0
88052,0
32347,0
76321,1
54270,0
52921,0
47122,0
16434,0
35238,0
43639,1
34909,0
84408,0
872,0
16001,0
22424,0
2904,0
73808,0
56467,1
85660,0
11658,0
22881,0
4045,0
72628,0
26032,0
69893,0
57353,0
66571,0
14792,0
1168,0
4539,0
17075,0
50190,1
46821,0
13316,0
3484,1
690,1
45433,0
65022,0
84513,0
2698,0
741,0
71479,1
22525,0
66180,0
27334,0
45178,0
57781,0
30050,1
88588,1
23177,0
68890,0
60530,0
46180,0
88374,0
55853,0
61388,0
71618,0
10692,0
86790,1
47731,1
70669,0
50145,0
37466,0
40929,0
71378,0
19382,0
47479,0
3962,0
61517,0
25593,0
2295,0
6435,0
62979,0
49507,0
20446,0
18804,0
62255,0
6804,0
21334,0
